"term","nss.1987","nss.1988","nss.1990","nss.1991","nss.1993","nss.1994","nss.1995","nss.1996","nss.1997","nss.1998","nss.1999","nss.2001","nss.2002","nss.2006","nss.2010","nss.2015","termc"
"survey",0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,"survey"
"surviv",17,12,8,6,2,3,5,8,3,4,5,8,0,4,2,0,"survivability"
"survivor",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"survivors"
"suscept",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,"susceptible"
"suslain",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"suslainability"
"suspect",0,0,0,0,0,0,0,1,0,0,3,2,0,0,1,0,"suspected"
"suspend",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"suspend"
"suspens",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,"suspension"
"suspici",0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,"suspicion"
"suspicion",0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,"suspicion"
"sustain",17,16,7,14,10,25,33,39,34,43,44,65,9,11,67,20,"sustain"
"suu",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"suu"
"swath",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"swath"
"swaziland",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"swaziland"
"sweatshop",0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,"sweatshop"
"sweden",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sweden"
"sweep",0,0,0,2,0,2,1,1,0,1,2,2,0,0,1,0,"sweeping"
"swell",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"swelled"
"swept",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"swept"
"swift",0,0,0,0,2,0,2,1,0,2,1,2,0,0,3,0,"swift"
"switzerland",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"switzerland"
"syllij",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"syllij"
"symbol",2,0,0,1,1,0,0,0,1,1,0,0,3,0,0,0,"symbol"
"symmetri",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"synchron",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"synchronize"
"syndic",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,"syndicates"
"synergi",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,""
"synthet",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"synthetic"
"syria",2,0,1,0,0,0,0,0,0,0,1,1,0,4,1,5,"syria"
"syrian",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,"syrian"
"system",35,41,32,30,32,12,16,30,28,73,66,87,16,29,49,31,"system"
"systemat",2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,"systematic"
"systemsand",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"systemsand"
"systemsfastfli",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"tabl",3,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,"table"
"tablish",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tablish"
"tackl",0,0,0,0,1,1,1,1,1,2,3,2,0,0,1,1,"tackle"
"tactic",10,5,2,0,1,0,1,1,0,0,0,1,1,1,1,1,"tactic"
"taepo",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"taepo"
"tag",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"tags"
"tail",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"tail"
"tailor",0,1,0,0,1,3,4,4,1,2,3,6,0,2,2,1,"tailor"
"tain",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"taining"
"taint",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"tainted"
"taipei",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,"taipei"
"taiwan",0,0,1,3,0,0,0,2,1,2,4,10,4,3,1,0,"taiwan"
"take",15,11,20,14,13,20,23,27,21,34,26,34,20,19,31,15,"take"
"taken",4,7,1,7,2,4,6,9,2,3,6,13,2,5,7,3,"taken"
"talent",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,"talent"
"taliban",0,0,0,0,0,0,0,0,0,0,0,7,1,2,3,0,"taliban"
"talk",1,3,4,2,1,0,1,2,3,6,5,4,1,4,0,0,"talk"
"tamper",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"tampering"
"tan",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tan"
"tanc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tance"
"tand",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tandem"
"tandem",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"tandem"
"tangibl",0,0,0,1,1,1,1,1,2,2,1,2,0,2,1,0,"tangible"
"tank",1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"tank"
"tanker",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tanker"
"tanzania",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,"tanzania"
"tanzanian",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"tanzanians"
"tap",1,0,0,1,0,0,0,0,1,2,0,0,0,0,2,1,"tap"
"target",9,13,2,3,1,6,6,9,6,13,13,12,7,9,8,5,"target"
"targeti",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"targeti"
"tariff",1,2,1,2,1,2,4,7,2,6,2,3,0,2,0,2,"tariff"
"tarifffre",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"tarifffree"
"tarnish",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tarnished"
"tarp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"tarp"
"task",3,5,5,5,2,4,5,7,5,5,3,1,2,3,3,1,"task"
"tast",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"taste"
"tate",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tates"
"tation",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"tation"
"tatti",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,""
"taught",1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,"taught"
"tax",0,0,1,0,1,0,0,0,4,6,1,1,2,0,3,0,"tax"
"taxat",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"taxation"
"taxpay",0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,"taxpayer"
"tbilisiceyhan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"tbilisiceyhan"
"teach",0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,"teacher"
"teacher",0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,"teacher"
"team",0,0,0,0,0,1,1,3,0,1,5,3,0,1,0,0,"team"
"tear",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"tear"
"tearn",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"tearned"
"tech",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"tech"
"technic",3,1,1,5,5,7,7,5,1,7,7,18,0,1,0,0,"technical"
"techniqu",2,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,"techniques"
"techno",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"techno"
"technolo",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"technolo"
"technolog",46,42,33,38,27,12,15,36,21,62,64,91,18,16,41,24,"technologi"
"technologi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"technologi"
"ted",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ted"
"teheran",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"teherans"
"tehran",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"tehran"
"telecommun",0,0,1,0,0,1,2,3,5,9,7,6,0,0,0,0,"telecommunications"
"telegraph",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"telegraph"
"telemedicin",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"telemedicine"
"telemetri",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"telephon",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,"telephone"
"tell",1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"tell"
"temper",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,"tempered"
"tempo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tempo"
"temporari",0,0,0,0,0,2,4,4,2,2,2,1,1,0,0,0,""
"tempt",1,0,0,0,1,1,1,1,0,3,1,2,0,0,0,0,"tempt"
"temptat",0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"temptation"
"ten",1,1,0,2,2,0,0,1,0,1,2,2,0,0,0,0,"ten"
"tend",0,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,"tend"
"tendenc",3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"tendencies"
"tenet",2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"tenet"
"tens",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tens"
"tension",5,13,8,6,5,5,6,6,4,9,7,7,1,1,5,3,"tension"
"tensionnorth",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tensionnorth"
"tenyear",2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"tenyear"
"ter",0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"ter"
"term",11,17,6,9,7,3,4,4,9,8,12,9,2,7,6,2,"term"
"termin",3,3,0,0,1,0,0,0,0,3,2,2,0,0,1,0,"terminate"
"terrain",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"terrain"
"terribl",0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,"terrible"
"territo",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"territo"
"territori",6,9,3,5,2,2,6,5,6,8,8,13,1,3,4,6,"territorial"
"terror",18,13,9,9,10,11,12,24,25,49,32,47,45,50,15,11,"terror"
"terrori",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"terrori"
"terrorisma",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"terrorisma"
"terrorist",7,4,0,0,5,8,9,21,15,52,24,30,46,72,32,20,"terrorist"
"terrorsupport",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"terrorsupporting"
"test",9,6,6,9,1,3,3,5,6,24,26,28,2,1,7,3,"test"
"testament",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,"testament"
"testban",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"testban"
"testifi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"testimoni",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"testimonies"
"testingand",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"testingand"
"texa",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"texas"
"text",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"text"
"textbook",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"textbooks"
"textil",0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,"textile"
"tha",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"tha"
"thai",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,"thai"
"thailand",4,4,0,0,0,1,1,1,2,7,6,8,1,3,1,2,"thailand"
"thank",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"thanks"
"thar",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thar"
"that",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"thatassuming"
"thatassum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thatassuming"
"thatpursu",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thatpursuant"
"thearaffick",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"thearafficking"
"theater",5,11,4,1,0,3,5,10,18,22,21,22,1,0,0,1,"theater"
"theft",0,1,0,0,1,0,0,2,2,4,1,2,0,0,0,0,"theft"
"thei",0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"thei"
"thema",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thema"
"theme",2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"theme"
"thena",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thenas"
"theoombl",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"theoombl"
"theoret",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"theoretically"
"theori",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"theories"
"thepast",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thepast"
"thereaft",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"thereafter"
"therebi",1,3,0,1,1,1,2,4,0,2,3,7,0,1,0,0,""
"therefor",7,4,8,4,1,4,7,11,5,3,4,8,3,2,10,10,"therefore"
"thermonuclear",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"thermonuclear"
"theus",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"theus"
"thi",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thi"
"thin",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"thin"
"thing",2,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,"thing"
"think",1,1,1,5,2,1,1,1,0,0,0,0,4,2,3,0,"think"
"third",23,15,20,0,1,4,4,7,3,7,4,6,0,3,2,1,"third"
"thirdcountri",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"thirdlargest",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"thirdlargest"
"thirti",3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,""
"thirtyfour",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thirtyfour"
"tho",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tho"
"thorough",1,1,1,0,1,1,1,1,0,1,1,3,0,0,2,0,"thorough"
"thoroughgo",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"thoroughgoing"
"though",2,4,1,2,3,0,1,1,3,0,2,1,0,2,3,1,"though"
"thought",1,5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,"thought"
"thousand",1,0,1,5,0,3,6,6,0,2,4,3,1,0,2,0,"thousands"
"thr",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thr"
"thre",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"thre"
"threat",55,70,34,53,21,46,58,88,72,113,88,124,37,29,72,42,"threat"
"threaten",15,17,7,14,10,11,15,26,16,27,26,31,13,13,10,11,"threaten"
"threatsinvest",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"threatsinvesting"
"three",5,2,1,3,0,8,9,24,8,13,13,17,3,5,5,0,"three"
"threefold",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"threefold"
"threeprong",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"threepronged"
"threequart",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"threequarters"
"threetier",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"threetiered"
"threeweek",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"threeweek"
"threeyear",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"threeyear"
"threshold",3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,"threshold"
"thrive",1,0,0,0,0,0,1,3,3,3,2,2,2,0,7,1,"thrive"
"throughout",17,10,5,5,4,9,12,16,4,9,9,20,1,7,7,7,"throughout"
"throughput",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"throughput"
"thrown",1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"thrown"
"thrust",2,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,"thrust"
"thus",6,13,7,3,3,8,9,9,4,8,4,13,0,1,3,1,"thus"
"thwart",1,1,0,1,1,1,1,3,1,3,2,2,0,3,0,0,"thwart"
"tiabl",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"tiable"
"tic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tic"
"tice",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"tices"
"tide",0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"tide"
"tie",7,10,8,7,1,9,13,16,6,10,11,14,1,1,13,11,"tie"
"tiflnjfj",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tiflnjfj"
"tight",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"tight"
"tighten",0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,"tighten"
"tighter",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"tighter"
"tightest",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"tightest"
"til",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"til"
"timber",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"timber"
"time",41,41,18,20,17,26,35,43,27,26,20,37,19,22,29,13,"time"
"timeconsum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"timeconsuming"
"timeless",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,"timeless"
"timeli",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"timelines"
"timelin",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,"timelines"
"timephas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"timephasing"
"timet",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"timetable"
"timor",0,0,0,0,0,0,0,0,1,1,6,11,0,0,0,0,"timor"
"timores",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"timorese"
"ting",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ting"
"tini",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,""
"tion",0,3,0,0,0,0,1,1,0,0,0,0,15,0,0,0,"tion"
"tional",1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,"tional"
"tionship",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"tionships"
"tire",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"tire"
"tireless",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"tirelessly"
"tissu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"tissue"
"titiv",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"titive"
"titl",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,"title"
"titut",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"titutions"
"tive",0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"tive"
"tla",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tla"
"tlatelolco",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,"tlatelolco"
"tli",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"tllles",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tllles"
"tmd",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,"tmd"
"tnlccpouio",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tnlccpouio"
"tobacco",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"tobacco"
"tobil",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tobil"
"today",11,6,9,16,13,8,12,22,19,15,9,13,16,12,13,10,"today"
"todo",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"todo"
"togeth",13,5,5,8,11,7,6,13,8,8,11,16,7,9,22,4,"together"
"togovern",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"togovernment"
"toimprov",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"toimprove"
"token",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"token"
"tokyo",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,"tokyo"
"toler",0,0,1,0,0,1,3,4,0,1,3,4,3,4,2,0,"tolerance"
"toll",0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,"toll"
"tomorrow",0,0,1,1,2,2,2,6,12,4,2,1,0,0,2,4,"tomorrow"
"tomorrowar",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"tomorroware"
"tomorrowto",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"tomorrowto"
"ton",0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,"tonga"
"tonga",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tonga"
"took",0,0,3,0,1,2,5,8,1,0,2,5,1,2,1,2,"took"
"tool",11,6,4,1,2,2,4,6,9,17,15,19,4,9,8,8,"tool"
"toolsact",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"toolsacting"
"top",0,1,0,1,3,0,0,0,1,1,1,6,3,0,3,1,"top"
"topic",1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,"topics"
"toppl",0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,"toppled"
"topsyturvi",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
"tora",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"tora"
"torc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"torc"
"torient",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"toriented"
"tortur",0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,2,"torture"
"total",7,6,7,3,1,0,4,6,7,10,5,4,1,1,0,1,"total"
"totalitarian",6,5,2,2,2,0,1,1,1,1,0,0,2,2,0,0,"totalitarian"
"tou",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tou"
"touch",1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,"touch"
"tough",1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,"tough"
"tougher",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"tougher"
"tour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"tour"
"tourism",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"tourism"
"tourist",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"tourists"
"toward",13,21,15,19,6,22,21,29,14,21,27,32,6,9,8,12,"toward"
"town",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,"town"
"toxic",0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,"toxic"
"toyl",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"toyl"
"tpcc",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"tpcc"
"tpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"tpp"
"trace",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,"trace"
"track",0,0,0,2,0,3,2,4,4,3,2,4,0,4,1,0,"track"
"traction",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"traction"
"trade",27,40,32,44,33,39,61,82,68,104,73,109,54,37,30,37,"trade"
"tradedistort",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"tradedistorting"
"tradeoff",0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"tradeoff"
"trader",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"traderelated"
"traderel",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"traderelated"
"tradit",7,9,9,14,4,1,2,2,3,8,4,7,2,11,7,2,"tradition"
"traffic",0,2,2,0,0,0,0,1,0,1,1,3,1,2,0,1,"traffic"
"traffick",8,7,9,9,3,14,16,25,13,47,32,38,2,7,6,0,"traffickers"
"traffickin",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"traffickin"
"tragedi",0,0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,"tragedies"
"tragic",0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,"tragic"
"train",9,4,6,6,7,9,12,14,4,38,20,29,6,7,11,4,"train"
"trainer",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"trainer"
"trajectori",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,"trajectories"
"tran",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,"trans"
"transact",1,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,"transaction"
"transatlant",0,0,0,3,0,1,4,13,9,16,18,23,3,0,0,3,"transatlantic"
"transboundari",0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,""
"transcaspian",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"transcaspian"
"transcaucasus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"transcaucasus"
"transcend",0,2,1,0,1,0,0,0,3,1,2,5,0,1,1,0,"transcend"
"transfer",2,1,3,3,0,5,9,18,4,7,5,8,1,4,1,2,"transfer"
"transfor",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"transfor"
"transform",1,0,1,9,4,5,9,10,8,15,18,27,13,24,10,4,"transform"
"transgend",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"transgender"
"transgressor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"transgressors"
"tranship",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"transhipped"
"transi",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"transi"
"transit",3,14,7,7,11,4,5,5,12,14,18,31,5,6,14,14,"transit"
"transitionon",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"transitionone"
"transitori",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,""
"translat",1,2,2,0,0,0,0,0,0,1,0,3,1,1,2,0,"translate"
"transmiss",0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,"transmission"
"transmit",0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,0,"transmit"
"transna",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"transna"
"transnat",0,0,0,1,0,4,4,6,11,17,11,13,2,7,16,6,"transnational"
"transpacif",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"transpacific"
"transpar",0,0,6,1,0,3,5,9,4,16,19,18,1,9,12,8,"transparency"
"transport",3,4,2,1,1,0,0,1,3,13,9,14,0,3,3,1,"transport"
"transship",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"transshipment"
"trap",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,"trap"
"trate",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"trate"
"trateg",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"trategic"
"trategi",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"trategic"
"tration",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"trations"
"trauma",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"trauma"
"travel",0,0,0,0,0,0,0,1,1,6,1,5,0,0,5,2,"travel"
"treasur",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"treasure"
